GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSG00000070729	22	17	4	10	0	2	1	1
ENSG00000070731	1	1	0	1	0	2	1	4
ENSG00000070748	0	0	0	0	0	0	0	0
ENSG00000070756	21906	22703	21410	25265	1594	3167	2291	5351
ENSG00000070759	39	37	41	45	4	3	3	2
ENSG00000070761	654	667	575	634	213	555	460	660
ENSG00000070770	1444	1467	1403	1571	642	1217	1446	1776
ENSG00000070778	492	367	497	509	16	33	28	47
ENSG00000070785	598	599	544	593	303	580	548	957
ENSG00000070808	0	0	0	0	0	0	0	0
ENSG00000070814	6149	6351	4280	5284	353	612	546	719
ENSG00000070831	3724	3588	3731	4656	177	331	239	412
ENSG00000070882	1089	915	981	1235	200	350	363	616
ENSG00000070886	0	0	0	0	0	0	0	0
ENSG00000070915	0	0	0	0	5	3	0	0
ENSG00000070950	593	590	631	786	517	1016	1410	1972
ENSG00000070961	1471	1337	1556	1941	3208	8433	4430	8762
ENSG00000070985	0	0	0	0	0	1	0	0
ENSG00000071051	322	283	265	304	28	31	11	27
ENSG00000071054	1890	1913	1687	2209	290	621	542	824
ENSG00000071073	368	339	370	422	342	758	448	664
ENSG00000071082	10548	10522	8078	9624	6678	5108	2043	2870
ENSG00000071127	8546	9182	7367	8152	1771	3591	3379	4977
ENSG00000071189	506	469	811	1018	602	1290	1026	1831
ENSG00000071203	0	0	0	0	0	0	0	0
ENSG00000071205	510	493	413	453	102	207	158	288
ENSG00000071242	32	32	1	0	0	0	3	0
ENSG00000071243	72	86	68	115	92	227	256	320
ENSG00000071246	187	197	156	180	3	2	6	12
ENSG00000071282	383	427	418	522	61	94	93	137
ENSG00000071462	2675	2807	1656	1896	1368	2545	1839	2857
ENSG00000071537	2049	2017	1786	2277	2254	5786	2964	4628
ENSG00000071539	2295	2263	2011	2403	495	1066	1879	2189
ENSG00000071553	5326	5750	3929	4294	4495	6826	3052	3390
ENSG00000071564	2310	2350	2054	2409	45	71	72	107
ENSG00000071575	13	14	15	10	0	1	3	1
ENSG00000071626	5806	5893	5079	6001	515	1053	1185	1628
ENSG00000071655	2723	2729	2016	2324	105	117	69	99
ENSG00000071677	0	0	0	0	0	0	0	0
ENSG00000071794	485	490	621	711	610	1536	2093	3339
ENSG00000071859	2176	2348	1588	1765	363	573	356	506
ENSG00000071889	1768	1787	977	1185	298	365	124	158
ENSG00000071894	2257	2366	1960	2331	180	184	122	158
ENSG00000071909	1	1	0	0	0	0	0	2
ENSG00000071967	5	4	5	13	25	31	28	29
ENSG00000071991	32	14	11	7	24	64	70	82
ENSG00000071994	2532	2563	2232	2748	266	544	720	822
ENSG00000072041	0	0	0	2	3	2	22	43
ENSG00000072042	2105	2271	1816	2316	3379	6116	2694	3469
ENSG00000072062	1851	1954	1364	1664	416	748	534	1020
ENSG00000072071	1075	1058	1036	1243	137	163	65	114
ENSG00000072080	0	0	0	0	0	0	1	0
ENSG00000072110	4120	4437	3828	4318	1665	2226	2200	3246
ENSG00000072121	971	973	1096	1284	155	266	162	259
ENSG00000072133	137	112	146	207	29	71	42	75
ENSG00000072134	173	170	183	246	49	86	121	208
ENSG00000072135	514	593	529	530	71	116	97	130
ENSG00000072163	0	1	0	0	0	0	0	0
ENSG00000072182	2	0	0	1	3	2	1	2
ENSG00000072195	1	5	4	2	1	0	0	4
ENSG00000072201	2	0	0	5	0	0	1	0
ENSG00000072210	1535	1466	1479	1820	133	344	424	592
ENSG00000072274	7283	6969	6030	8035	30075	72394	26637	43595
ENSG00000072310	1880	1951	1803	2053	206	234	166	252
ENSG00000072315	0	0	0	0	0	0	0	0
ENSG00000072364	1572	1409	1645	2076	318	645	857	1185
ENSG00000072401	201	207	190	236	105	172	300	318
ENSG00000072415	429	417	407	528	164	406	525	706
ENSG00000072422	167	132	17	21	30	46	64	119
ENSG00000072501	3325	3249	2942	3571	966	1878	1168	2170
ENSG00000072506	2243	2589	1856	2072	927	1606	2574	2797
ENSG00000072518	1769	1900	1487	1857	170	383	285	537
ENSG00000072571	536	432	539	673	710	1502	1217	2151
ENSG00000072609	631	678	616	718	70	126	80	121
ENSG00000072657	0	0	1	0	3	8	6	12
ENSG00000072682	420	445	431	503	941	1466	775	1269
ENSG00000072694	0	0	0	0	0	0	0	1
ENSG00000072736	598	549	565	692	133	272	325	525
ENSG00000072756	198	164	161	267	290	672	533	819
ENSG00000072778	4309	4171	3441	4309	679	1263	1758	2011
ENSG00000072786	687	694	728	728	62	108	62	97
ENSG00000072803	1859	1763	1842	2099	273	734	518	706
ENSG00000072818	24	12	11	22	6	9	3	3
ENSG00000072832	107	134	89	161	0	0	1	0
ENSG00000072840	594	607	502	599	56	99	56	94
ENSG00000072849	967	1008	1024	1175	864	2030	1031	1733
ENSG00000072858	23	34	28	36	2	1	6	15
ENSG00000072864	980	984	1202	1356	88	167	226	342
ENSG00000072952	1	1	0	1	0	0	1	0
ENSG00000072954	204	213	85	124	64	106	56	55
ENSG00000072958	1320	1545	1342	1332	129	207	132	200
ENSG00000073008	2918	3121	2380	2647	1668	2612	1534	2260
ENSG00000073050	453	439	300	412	108	208	99	206
ENSG00000073060	4205	4311	2867	3064	2457	4800	1717	2806
ENSG00000073067	7	7	2	8	0	0	0	0
ENSG00000073111	3553	3775	2667	3054	874	1454	792	1447
ENSG00000073146	0	2	1	1	0	0	0	0
ENSG00000073150	78	80	75	97	1	3	1	3
ENSG00000073169	948	976	690	825	222	272	265	210
ENSG00000073282	0	0	0	0	0	0	0	0
ENSG00000073331	42	14	9	12	6	9	35	81
ENSG00000073350	1193	1264	1012	1144	61	63	19	44
ENSG00000073417	2956	2795	2894	3583	506	1163	1057	2000
ENSG00000073464	234	276	197	195	110	145	105	126
ENSG00000073536	1452	1572	1072	1212	79	82	26	41
ENSG00000073578	490	391	282	373	251	469	321	448
ENSG00000073584	43	40	31	53	142	417	459	560
ENSG00000073598	2	7	4	7	0	0	0	0
ENSG00000073605	100	101	95	90	37	57	15	74
ENSG00000073614	992	911	980	1283	404	835	563	1243
ENSG00000073670	67	51	75	105	16	14	7	3
ENSG00000073711	21	29	45	54	33	57	47	65
ENSG00000073712	571	582	759	874	266	618	1230	1669
ENSG00000073734	0	1	0	0	0	0	0	0
ENSG00000073737	0	0	0	0	0	0	0	0
ENSG00000073754	0	0	0	0	0	0	1	0
ENSG00000073756	4	2	2	0	2	0	1	1
ENSG00000073792	3515	3364	3404	4461	1143	1948	769	1570
ENSG00000073803	534	443	493	552	7	27	31	31
ENSG00000073849	14	15	7	12	7	9	18	25
ENSG00000073861	0	0	0	0	0	0	0	0
ENSG00000073905	2	3	7	6				
ENSG00000073910	191	189	223	259	237	426	119	201
ENSG00000073921	1602	1543	1802	2398	561	1312	1041	1738
ENSG00000073969	867	795	777	963	104	251	235	320
ENSG00000074047	1	0	3	2	0	0	0	0
ENSG00000074054	957	818	1186	1370	232	404	450	717
ENSG00000074071	1728	1858	1112	1487	262	366	891	798
ENSG00000074181	89	143	97	101	78	79	87	143
ENSG00000074201	1448	1325	1188	1451	990	2010	2123	2695
ENSG00000074211	5	3	2	4	1	0	0	0
ENSG00000074219	336	391	305	347	21	26	17	33
ENSG00000074266	433	442	387	497	580	954	571	901
ENSG00000074276	9	16	6	4	1	2	3	4
ENSG00000074317	17	22	11	21	0	5	1	4
ENSG00000074319	897	870	1217	1399	325	854	978	1526
ENSG00000074356	555	583	551	693	182	374	385	625
ENSG00000074370	47	62	64	78	26	28	18	22
ENSG00000074410	42	45	28	15	4	4	6	9
ENSG00000074416	3	8	1	3	0	1	0	1
ENSG00000074527	19	19	33	34	6	16	9	9
ENSG00000074582	904	1016	686	833	359	471	316	426
ENSG00000074590	874	902	870	1124	20	42	30	69
ENSG00000074603	827	751	835	1129	315	747	547	1079
ENSG00000074621	239	238	210	190	43	115	45	156
ENSG00000074657	333	289	407	501	9	21	20	20
ENSG00000074660	6	4	8	8	1	1	0	0
ENSG00000074695	3346	3150	4406	5572	17318	47032	22592	51772
ENSG00000074696	5797	5568	5159	6440	7492	13016	7733	11209
ENSG00000074706	0	0	0	0	0	0	0	0
ENSG00000074755	1197	1105	1236	1346	199	374	184	417
ENSG00000074771	1	0	0	0	0	0	0	0
ENSG00000074800	52882	60004	46085	52622	5134	10082	8385	16776
ENSG00000074803	0	0	0	0	0	0	0	0
ENSG00000074842	5517	5475	4123	5032	1707	2821	1336	1955
ENSG00000074855	318	299	309	337	69	124	53	96
ENSG00000074935	212	198	227	272	210	465	564	1000
ENSG00000074964	922	984	806	885	72	108	97	146
ENSG00000074966	2	0	2	3	0	1	1	1
ENSG00000075035	0	0	0	0	0	0	0	0
ENSG00000075043	0	1	1	0	0	0	0	0
ENSG00000075073	8	1	2	0	1	1	1	0
ENSG00000075089	165	167	144	211	232	625	748	1000
ENSG00000075131	480	548	435	594	508	1290	907	1746
ENSG00000075142	394	381	225	252	236	420	448	669
ENSG00000075151	2100	1883	2385	2850	748	1616	1704	3288
ENSG00000075188	822	830	691	837	701	1495	1560	2407
ENSG00000075213	3	7	4	5	18	43	180	309
ENSG00000075218	1462	1527	1431	1668	220	418	308	563
ENSG00000075223	13	25	26	41	21	55	234	365
ENSG00000075234	1988	2164	1604	1705	234	522	278	477
ENSG00000075239	1570	1427	1463	1813	2768	7192	8205	11517
ENSG00000075240	322	312	284	293	69	115	88	122
ENSG00000075275	1803	1770	1712	1733	219	279	188	278
ENSG00000075290	2	0	0	1	0	0	0	0
ENSG00000075292	627	575	937	1047	514	1443	1680	3051
ENSG00000075303	204	238	201	263	161	407	311	465
ENSG00000075336	594	611	699	896	564	1353	721	1225
ENSG00000075340	0	0	0	0	0	0	0	0
ENSG00000075388	0	0	0	0	0	0	0	0
ENSG00000075391	712	651	625	805	104	223	135	263
ENSG00000075399	327	327	315	362	26	41	37	110
ENSG00000075407	229	231	330	414	41	96	76	109
ENSG00000075413	993	981	874	996	149	307	375	526
ENSG00000075415	14294	16367	12140	13197	4641	10391	7042	9658
ENSG00000075420	6198	5958	6241	7815	846	1520	1756	2959
ENSG00000075426	602	592	558	610	27	42	10	29
ENSG00000075429	0	0	0	0	0	0	0	0
ENSG00000075461	0	0	3	7	0	0	0	0
ENSG00000075539	542	475	601	710	229	557	348	780
ENSG00000075568	2051	2035	2218	2525	2028	4977	2832	4802
ENSG00000075618	1321	1389	1711	2008	24	31	49	76
ENSG00000075624	130844	147007	108205	124363	9561	14551	10083	15003
ENSG00000075643	801	838	718	816	129	322	345	573
ENSG00000075651	1046	1032	894	1162	538	1041	888	1399
ENSG00000075673	0	0	0	0	0	0	1	1
ENSG00000075702	2036	2043	1883	2126	337	481	141	322
ENSG00000075711	643	646	763	990	437	1130	647	924
ENSG00000075785	3593	3672	3603	4272	1527	2748	2584	3953
ENSG00000075790	663	635	609	701	3424	8715	8920	12011
ENSG00000075826	56	53	40	53	9	17	6	15
ENSG00000075856	1449	1486	1283	1514	352	721	503	1057
ENSG00000075884	0	0	0	0	2	0	0	2
ENSG00000075886	13	18	2	4	0	0	0	0
ENSG00000075891	2	3	3	7	0	0	0	0
ENSG00000075914	525	597	416	471	313	602	636	884
ENSG00000075945	108	103	98	168	116	257	430	598
ENSG00000075975	746	690	671	773	100	228	268	418
ENSG00000076003	3342	3282	3152	3826	1620	3873	3661	5778
ENSG00000076043	793	710	701	907	777	1568	1497	2099
ENSG00000076053	269	279	322	414	122	296	302	416
ENSG00000076067	2198	2125	1604	1882	25	38	26	36
ENSG00000076108	4628	4509	4339	4861	564	1007	738	1274
ENSG00000076201	1936	2216	1985	2127	279	304	191	406
ENSG00000076242	1494	1478	1058	1406	478	870	615	1237
ENSG00000076248	2080	2218	1312	1557	361	673	329	531
ENSG00000076258	2	2	8	7	4	18	21	14
ENSG00000076321	176	144	152	205	208	356	97	200
ENSG00000076344	0	0	0	0	1	0	0	0
ENSG00000076351	832	826	626	694	451	704	255	361
ENSG00000076356	363	388	458	460	15	29	40	67
ENSG00000076382	2308	2220	2077	2356	1412	2702	1466	2584
ENSG00000076513	648	548	547	645	198	458	289	542
ENSG00000076554	405	494	468	627	57	85	61	93
ENSG00000076555	364	360	363	468	19	34	27	61
ENSG00000076604	3357	3556	3073	3457	106	172	111	182
ENSG00000076641	5	9	6	6	3	5	1	4
ENSG00000076650	301	309	359	412	115	223	201	332
ENSG00000076662	0	0	0	0	28	28	6	27
ENSG00000076685	3489	3358	2876	3483	2741	6216	2407	4649
ENSG00000076706	0	0	0	3	0	0	0	0
ENSG00000076716	70	69	8	13	92	197	188	312
ENSG00000076770	21	25	3	1	4	6	24	25
ENSG00000076826	1575	1566	1135	1470	83	93	41	85
ENSG00000076864	105	138	81	97	8	11	15	13
ENSG00000076924	1863	2047	1637	1877	182	214	103	146
ENSG00000076928	675	711	587	675	83	68	63	70
ENSG00000076944	742	767	638	841	325	415	424	587
ENSG00000076984	1161	1200	1086	1234	84	124	48	77
ENSG00000077009	0	0	0	0	0	0	0	0
ENSG00000077044	651	679	654	730	27	65	50	80
ENSG00000077063	0	0	0	0	0	0	3	2
ENSG00000077080	11	6	2	8	1	5	4	5
ENSG00000077092	112	93	66	117	35	63	61	114
ENSG00000077097	1428	1305	1688	2103	950	2290	3139	5157
ENSG00000077147	4659	4382	4431	5918	13414	34739	13532	30080
ENSG00000077150	8491	8575	6902	8381	818	1622	1054	2096
ENSG00000077152	874	783	661	782	397	634	536	703
ENSG00000077157	269	257	291	408	25	51	40	74
ENSG00000077232	2704	2594	3216	4320	5644	15663	9678	18205
ENSG00000077235	5885	6301	4468	5203	1110	1920	1162	2142
ENSG00000077238	1949	2060	1868	2091	195	306	249	338
ENSG00000077254	1831	1852	2283	2988	1157	2931	2992	4795
ENSG00000077264	1	0	2	2	0	0	3	6
ENSG00000077274	0	0	0	0	0	0	0	0
ENSG00000077279	0	0	0	0	0	0	0	0
ENSG00000077312	1776	1864	1324	1668	175	343	576	505
ENSG00000077327	118	118	116	144	68	175	182	272
ENSG00000077348	677	825	504	571	106	137	50	69
ENSG00000077380	1510	1365	1654	2352	238	555	798	1282
ENSG00000077420	247	240	256	346	75	179	62	97
ENSG00000077454	197	157	123	152	5	12	7	11
ENSG00000077458	113	154	160	243	149	460	442	886
ENSG00000077463	632	660	482	666	39	39	33	31
ENSG00000077498	0	0	0	0	0	0	0	0
ENSG00000077514	739	704	738	916	359	631	406	714
ENSG00000077522	0	0	0	0	0	0	0	0
ENSG00000077549	3558	4012	3654	4231	2774	5726	6278	9601
ENSG00000077585	244	207	228	305	127	238	196	231
ENSG00000077616	4	4	6	3	8	20	4	3
ENSG00000077684	700	786	658	859	121	211	125	209
ENSG00000077713	345	357	335	369	26	48	76	87
ENSG00000077721	1272	1177	1241	1569	413	848	636	980
ENSG00000077782	960	938	639	740	239	437	184	346
ENSG00000077800	1	0	0	0	0	0	0	2
ENSG00000077935	12	1	3	3	1	10	13	8
ENSG00000077942	2055	2251	2163	2412	1694	3254	1669	2534
ENSG00000077943	0	0	0	0	0	0	0	0
ENSG00000077984	1	4	1	1	0	0	0	0
ENSG00000078018	6	5	5	6	3	3	8	24
ENSG00000078043	326	318	425	470	82	142	177	256
ENSG00000078053	0	1	0	0	0	1	0	1
ENSG00000078061	1532	1762	1262	1635	93	111	75	96
ENSG00000078070	451	518	386	546	290	563	721	1192
ENSG00000078081	228	215	214	234	124	277	212	258
ENSG00000078098	0	0	0	0	0	0	1	0
ENSG00000078114	111	125	134	205	31	92	51	87
ENSG00000078124	542	607	716	892	447	954	489	899
ENSG00000078140	1227	1344	1051	1576	544	1134	883	1523
ENSG00000078142	367	346	440	586	336	748	646	1102
ENSG00000078177	184	184	324	378	163	449	484	752
ENSG00000078237	38	42	30	61	202	433	541	850
ENSG00000078246	600	630	598	682	199	428	450	601
ENSG00000078269	831	813	866	1134	140	200	125	215
ENSG00000078295	0	0	0	0	0	0	0	0
ENSG00000078304	1152	1036	1290	1729	302	709	1421	1588
ENSG00000078319	161	165	93	128				
ENSG00000078328	0	0	0	0	0	0	0	0
ENSG00000078369	8749	9077	9075	10184	709	946	920	1214
ENSG00000078399	2	1	3	4	0	0	0	0
ENSG00000078401	395	386	449	558	141	304	397	538
ENSG00000078403	447	403	515	650	65	117	123	234
ENSG00000078487	62	57	25	46	12	21	21	20
ENSG00000078549	0	0	0	0	5	3	25	48
ENSG00000078579	0	0	0	0	0	0	0	2
ENSG00000078589	0	0	0	0	0	0	0	1
ENSG00000078596	0	3	0	0	14	5	12	11
ENSG00000078618	2518	2328	2506	3251	963	2842	2335	4129
ENSG00000078668	3699	3346	2397	2929	10727	14198	7081	11277
ENSG00000078674	8855	8470	6691	8005	12266	32098	22732	40795
ENSG00000078687	312	288	268	326	23	53	24	45
ENSG00000078699	586	499	576	655	67	182	168	358
ENSG00000078725	4	5	5	6	8	12	2	6
ENSG00000078747	1815	1679	1900	2555	907	1890	1233	2321
ENSG00000078795	0	0	0	4	0	0	0	0
ENSG00000078804	583	625	776	810	12	6	5	6
ENSG00000078808	6131	6245	4938	5617	5188	7100	2455	4616
ENSG00000078814	6	5	5	10	0	2	1	0
ENSG00000078898	1	0	0	3	0	0	0	0
ENSG00000078900	351	377	361	367	13	36	30	49
ENSG00000078902	2081	2131	2366	2767	34	45	19	21
ENSG00000078967	258	272	221	262	23	49	82	57
ENSG00000079101	4	1	6	3	3	11	8	13
ENSG00000079102	0	0	0	0	0	0	0	0
ENSG00000079112	51	36	34	40	20	41	80	141
ENSG00000079134	259	275	335	501	388	1003	866	1713
ENSG00000079150	93	52	49	62	315	635	817	1140
ENSG00000079156	400	421	345	444	103	271	354	515
ENSG00000079215	35	32	3	12	4	11	12	38
ENSG00000079246	12926	12676	12444	15396	5136	11901	12161	18990
ENSG00000079257	1	0	0	0	0	0	0	0
ENSG00000079263	2	0	3	0	0	0	0	3
ENSG00000079277	435	435	398	424	94	160	179	264
ENSG00000079308	36	44	27	37	0	3	8	4
ENSG00000079313	1397	1444	1330	1616	40	47	34	47
ENSG00000079332	2742	2763	2668	3343	5109	13004	6878	10341
ENSG00000079335	103	129	143	210	32	84	74	141
ENSG00000079337	63	68	46	40	2	2	3	1
ENSG00000079385	14	15	9	19	3	1	10	9
ENSG00000079387	489	530	511	625	511	1411	568	983
ENSG00000079393	11	8	2	9	1	0	1	0
ENSG00000079432	1709	1739	1709	2044	68	94	30	92
ENSG00000079435	62	67	49	64	6	6	2	5
ENSG00000079459	5278	5730	4019	4385	3090	6058	4531	6801
ENSG00000079462	662	725	568	699	88	90	80	82
ENSG00000079482	140	139	127	160	16	59	33	56
ENSG00000079557	1	0	3	0	0	1	4	6
ENSG00000079616	2283	2578	1852	2097	876	1663	833	1902
ENSG00000079689	89	68	31	46	11	37	42	52
ENSG00000079691	723	644	769	876	381	705	665	1030
ENSG00000079739	899	938	739	830	358	870	865	1008
ENSG00000079785	2178	1937	1969	2647	1176	2836	3066	4582
ENSG00000079805	4291	4575	3874	4225	564	789	428	724
ENSG00000079819	4421	4508	4478	5615	2344	4334	3291	5360
ENSG00000079841	0	0	0	0	0	0	0	0
ENSG00000079931	44	60	40	86	104	261	227	378
ENSG00000079950	437	422	515	696	132	270	433	1003
ENSG00000079974	348	321	321	372	0	2	0	2
ENSG00000079999	3111	3316	2620	3007	447	584	183	346
ENSG00000080007	263	237	333	419	258	587	723	1445
ENSG00000080031	403	410	424	490	40	62	72	86
ENSG00000080166	0	0	0	0	2	0	2	2
ENSG00000080189	2572	2785	2321	2744	347	471	513	379
ENSG00000080200	168	131	228	244	150	330	444	825
ENSG00000080224	2	0	2	0	5	22	31	48
ENSG00000080293	0	2	0	0	0	0	0	0
ENSG00000080298	6	20	15	10	15	30	60	83
ENSG00000080345	566	660	885	1102	990	2238	2284	4025
ENSG00000080371	682	625	670	845	398	1057	1147	2044
ENSG00000080493	205	222	40	54	98	172	145	193
ENSG00000080503	447	360	318	437	438	931	634	1132
ENSG00000080511	1	0	1	3	0	1	0	3
ENSG00000080546	152	157	167	209	77	188	155	255
ENSG00000080561	45	41	79	106	9	20	26	34
ENSG00000080572	0	0	0	0	0	1	0	0
ENSG00000080573	521	508	575	685	124	120	17	26
ENSG00000080603	453	421	299	336	0	4	3	1
ENSG00000080608	361	342	446	620	407	904	797	1447
ENSG00000080618	20	15	22	29	114	365	169	246
ENSG00000080644	10	20	18	24	14	28	21	25
ENSG00000080709	4	5	4	1	0	2	2	3
ENSG00000080802	383	418	304	400	22	41	53	61
ENSG00000080815	1158	1092	1183	1292	1112	2230	1183	1581
ENSG00000080819	834	874	565	722	454	1084	975	1100
ENSG00000080822	345	306	312	464	899	1791	1046	1386
ENSG00000080823	75	89	123	115	33	42	38	48
ENSG00000080824	9123	7808	9631	13674	8015	18628	17838	30903
ENSG00000080839	616	592	626	834	732	1878	1510	2671
ENSG00000080845	1128	1015	1018	1155	96	129	52	117
ENSG00000080854	26	20	9	10	1	4	1	0
ENSG00000080910	0	0	0	0	0	2	1	0
ENSG00000080947	41	22	29	43				
ENSG00000080986	393	332	445	689	832	2101	1880	3100
ENSG00000081014	452	414	504	637	245	684	475	926
ENSG00000081019	388	364	435	516	216	494	550	971
ENSG00000081026	614	555	775	966	172	425	362	580
ENSG00000081041	187	145	90	136	10	20	3	10
ENSG00000081051	53	41	29	42	481	1299	257	330
ENSG00000081052	4	0	4	2	0	1	0	2
ENSG00000081059	512	536	370	487	12	26	17	20
ENSG00000081087	1421	1233	1671	2121	1375	2697	1965	3101
ENSG00000081138	0	1	0	0	0	0	0	0
ENSG00000081148	0	0	0	0	0	0	0	2
ENSG00000081154	973	990	1027	1378	132	234	246	408
ENSG00000081177	472	469	401	465	288	620	357	795
ENSG00000081181	247	257	235	229	218	452	1039	1141
ENSG00000081189	0	0	0	0	0	0	0	1
ENSG00000081237	0	0	0	0	0	1	0	3
ENSG00000081248	2	0	0	1	1	2	3	1
ENSG00000081277	0	0	0	0	1	0	0	0
ENSG00000081307	601	513	596	768	437	1074	1205	1891
ENSG00000081320	114	86	121	164	63	154	240	273
ENSG00000081377	383	404	513	616	24	66	91	100
ENSG00000081386	57	73	73	120	25	52	57	74
ENSG00000081479	0	2	1	3	6	13	13	22
ENSG00000081665	9	17	2	17	0	1	0	2
ENSG00000081692	338	344	239	258	150	242	119	172
ENSG00000081721	332	322	334	412	145	297	257	472
ENSG00000081760	897	807	794	989	138	349	288	374
ENSG00000081791	1700	1679	1522	1643	231	373	163	340
ENSG00000081800	0	0	0	0	0	0	0	0
ENSG00000081803	186	167	165	229	119	293	254	386
ENSG00000081818	5	6	0	1	2	9	4	6
ENSG00000081842	0	3	0	0	0	2	0	0
ENSG00000081853	0	3	1	0	2	4	5	6
ENSG00000081870	263	313	242	346	173	479	549	739
ENSG00000081913	654	699	782	862	84	171	127	234
ENSG00000081923	1228	1193	1932	2343	1545	3748	3622	5999
ENSG00000081985	0	0	1	0	0	0	1	0
ENSG00000082014	73	68	33	40	15	9	11	23
ENSG00000082068	435	420	460	565	236	468	384	667
ENSG00000082074	0	0	0	0	0	0	1	0
ENSG00000082126	0	0	0	0	1	0	0	0
ENSG00000082146	1310	1325	1136	1273	52	112	118	101
ENSG00000082153	5770	5320	6179	8719	8572	12597	3638	8327
ENSG00000082175	0	0	0	0	0	0	0	0
ENSG00000082196	2	0	2	0	0	0	0	0
ENSG00000082212	823	829	1114	1382	594	1165	1703	2604
ENSG00000082213	815	827	795	1043	569	1207	1525	1894
ENSG00000082258	237	188	329	386	59	151	178	272
ENSG00000082269	251	265	384	545	181	495	550	860
ENSG00000082293	0	0	0	0	0	0	0	1
ENSG00000082397	0	0	0	0	0	1	0	0
ENSG00000082438	237	240	278	292	159	411	474	673
ENSG00000082458	6	10	1	6	0	5	5	11
ENSG00000082482	0	0	0	0	0	0	0	0
ENSG00000082497	0	0	0	0	0	1	0	1
ENSG00000082512	48	51	90	89	19	30	43	84
ENSG00000082515	624	759	496	710	394	922	1121	1452
ENSG00000082516	1670	1635	1375	1710	680	1197	809	1649
ENSG00000082556	0	0	0	0	0	0	0	0
ENSG00000082641	6363	6558	5253	6062	1200	2018	840	1351
ENSG00000082684	0	0	0	0	0	0	1	0
ENSG00000082701	884	865	984	1115	203	386	247	328
ENSG00000082781	8011	7896	7178	8067	1085	1837	821	1249
ENSG00000082805	2052	1990	2021	2338	279	483	402	816
ENSG00000082898	3875	3813	4104	5190	5005	12060	9566	17972
ENSG00000082929	0	0	0	0				
ENSG00000082996	453	437	485	667	918	2499	2572	3245
ENSG00000083067	0	0	0	1	1	1	2	1
ENSG00000083093	390	348	388	469	110	228	210	330
ENSG00000083097	145	134	208	284	184	473	324	567
ENSG00000083099	644	701	661	926	130	263	328	431
ENSG00000083123	403	347	305	363	449	994	962	1367
ENSG00000083168	1309	1336	1131	1437	108	275	253	474
ENSG00000083223	191	191	274	337	74	168	260	436
ENSG00000083290	0	0	1	0	0	0	0	0
ENSG00000083307	0	0	0	0	0	0	0	0
ENSG00000083312	2695	2513	2740	3536	1081	2578	3606	4475
ENSG00000083444	5340	5248	3799	4391	3301	4176	2595	3436
ENSG00000083454	48	56	29	30	0	0	0	0
ENSG00000083457	192	189	181	187	70	133	123	180
ENSG00000083520	589	520	688	856	489	1120	1384	2149
ENSG00000083535	84	78	101	129	208	376	496	859
ENSG00000083544	119	136	169	178	69	157	160	283
ENSG00000083622	0	0	0	0				
ENSG00000083635	257	261	265	331	72	174	325	334
ENSG00000083642	435	435	474	601	546	1102	825	1548
ENSG00000083720	2	0	0	0	0	2	3	8
ENSG00000083750	228	163	161	211	72	121	52	102
ENSG00000083782	0	0	0	0	0	2	0	0
ENSG00000083799	279	272	263	372	69	174	152	215
ENSG00000083807	95	104	54	70	11	17	2	8
ENSG00000083812	192	223	188	239	27	38	14	10
ENSG00000083814	78	50	111	87	42	56	26	44
ENSG00000083817	76	71	73	68	33	33	31	45
ENSG00000083828	171	175	151	153	59	120	60	111
ENSG00000083838	91	70	66	86	17	21	3	8
ENSG00000083844	318	275	275	344	55	111	78	107
ENSG00000083845	13590	15944	11962	13252	1989	2349	2101	2749
ENSG00000083857	5060	4734	5439	6117	2723	6169	2938	4922
ENSG00000083896	809	834	802	1033	329	731	743	1223
ENSG00000083937	369	370	404	518	289	748	848	1621
ENSG00000084070	3278	3321	3446	3735	811	1691	2729	4266
ENSG00000084072	4520	5018	3861	4638	685	1117	1576	1780
ENSG00000084073	6690	6414	7253	9529	20086	48451	31119	49957
ENSG00000084090	7619	7450	4583	5273	630	1177	625	1227
ENSG00000084092	516	468	392	426	111	201	204	310
ENSG00000084093	424	405	485	575	169	288	335	581
ENSG00000084110	4	5	2	5	6	9	8	11
ENSG00000084112	2063	2122	2086	2394	74	161	122	172
ENSG00000084207	17378	19010	19713	22841	3731	3508	2285	4078
ENSG00000084234	17399	16862	18307	21369	25488	64714	36192	52968
ENSG00000084444	237	230	175	151	338	539	238	310
ENSG00000084453	8	4	5	0	10	24	39	45
ENSG00000084463	3171	3234	2851	3373	340	998	777	1622
ENSG00000084623	4860	5403	4064	4411	1533	2324	1982	2735
ENSG00000084628	7	6	0	1	1	0	0	0
ENSG00000084636	0	3	1	3	1	0	0	0
ENSG00000084652	2762	2757	2370	2832	1246	1625	1180	1781
ENSG00000084674	136426	135686	159735	167891	209709	462050	304571	525424
ENSG00000084676	473	500	643	745	83	165	172	274
ENSG00000084693	701	812	654	745	118	155	100	132
ENSG00000084710	63	55	107	125	12	35	16	28
ENSG00000084731	187	197	204	232	7	16	13	21
ENSG00000084733	2626	2492	2593	3413	1719	4761	4226	8046
ENSG00000084734	19	9	5	4	2	9	14	20
ENSG00000084754	5951	6283	5207	6062	2483	5411	8467	11226
ENSG00000084764	114	120	91	92	34	57	65	103
